ISO 639 code	BCP-47 code	Number of speakers (rounded)	Writing system(s), ISO 15924	Name (Glottolog)	Glottocode (Glottolog)	Region, ISO 3166 (Glottolog)	Link to Glottolog	Alternative Name(s)	Endonym	Link to Wikipedia
atq	atq	10K-100K	Latn	Aralle-Tabulahan	aral1243	ID	https://glottolog.org/resource/languoid/id/aral1243			https://en.wikipedia.org/w/index.php?title=ISO_639:atq
att	att	<10K	Latn	Pamplona Atta	pamp1244	PH	https://glottolog.org/resource/languoid/id/pamp1244			https://en.wikipedia.org/w/index.php?title=ISO_639:att
atv	atv	10K-100K	Cyrl	Northern Altai	nort2686	RU	https://glottolog.org/resource/languoid/id/nort2686			https://en.wikipedia.org/w/index.php?title=ISO_639:atv
aty	aty	<10K	Latn	Aneityum	anei1239	VU	https://glottolog.org/resource/languoid/id/anei1239			https://en.wikipedia.org/w/index.php?title=ISO_639:aty
auc	auc	<10K	Latn	Waorani	waor1240	EC	https://glottolog.org/resource/languoid/id/waor1240			https://en.wikipedia.org/w/index.php?title=ISO_639:auc
auh	auh	10K-100K	Latn	Aushi	aush1241	CD, ZM	https://glottolog.org/resource/languoid/id/aush1241			https://en.wikipedia.org/w/index.php?title=ISO_639:auh
aui	aui	<10K	Latn	Anuki	anuk1239	PG	https://glottolog.org/resource/languoid/id/anuk1239			https://en.wikipedia.org/w/index.php?title=ISO_639:aui
aut	aut	<10K	Latn	Austral	aust1304	PF	https://glottolog.org/resource/languoid/id/aust1304			https://en.wikipedia.org/w/index.php?title=ISO_639:aut
auy	auy	10K-100K	Latn	Awiyaana	awiy1238	PG	https://glottolog.org/resource/languoid/id/awiy1238			https://en.wikipedia.org/w/index.php?title=ISO_639:auy
ava	av	800000	Cyrl	Avar	avar1256	AZ, GE, RU, TR	https://glottolog.org/resource/languoid/id/avar1256		Магӏарул мацӏ	https://en.wikipedia.org/w/index.php?title=ISO_639:ava
avn	avn	10K-100K	Latn	Avatime	avat1244	GH	https://glottolog.org/resource/languoid/id/avat1244			https://en.wikipedia.org/w/index.php?title=ISO_639:avn
avt	avt	<10K	Latn	Au	auuu1241	PG	https://glottolog.org/resource/languoid/id/auuu1241			https://en.wikipedia.org/w/index.php?title=ISO_639:avt
avu	avu	10K-100K	Latn	Avokaya	avok1242	CD, SD	https://glottolog.org/resource/languoid/id/avok1242			https://en.wikipedia.org/w/index.php?title=ISO_639:avu
awa	awa	4000000	Deva,Latn	Awadhi	awad1243	IN, NP	https://glottolog.org/resource/languoid/id/awad1243		अवधी	https://en.wikipedia.org/w/index.php?title=ISO_639:awa
awb	awb	<10K	Latn	Awa (Papua New Guinea)	awap1236	PG	https://glottolog.org/resource/languoid/id/awap1236			https://en.wikipedia.org/w/index.php?title=ISO_639:awb
awc	awc	10K-100K	Latn	Cicipu	cici1237	NG	https://glottolog.org/resource/languoid/id/cici1237			https://en.wikipedia.org/w/index.php?title=ISO_639:awc
awi	awi	<10K	Latn	Aekyom	aeky1238	PG	https://glottolog.org/resource/languoid/id/aeky1238			https://en.wikipedia.org/w/index.php?title=ISO_639:awi
awn	awn	500000	Latn	Awngi	awng1244	ET	https://glottolog.org/resource/languoid/id/awng1244			https://en.wikipedia.org/w/index.php?title=ISO_639:awn
awo	awo	<10K	Latn	Awak	awak1250	NG	https://glottolog.org/resource/languoid/id/awak1250			https://en.wikipedia.org/w/index.php?title=ISO_639:awo
awx	awx	<10K	Latn	Awara	awar1248	PG	https://glottolog.org/resource/languoid/id/awar1248			https://en.wikipedia.org/w/index.php?title=ISO_639:awx
ayb	ayb	200000	Latn	Ayizo Gbe	ayiz1245	BJ	https://glottolog.org/resource/languoid/id/ayiz1245			https://en.wikipedia.org/w/index.php?title=ISO_639:ayb
ayl	ayl	5000000	Arab	Libyan Arabic	liby1240	EG, LY, NE	https://glottolog.org/resource/languoid/id/liby1240			https://en.wikipedia.org/w/index.php?title=ISO_639:ayl
aym	ay	3000000	Latn	Central-Southern Aymara	nucl1667	BO	https://glottolog.org/resource/languoid/id/nucl1667		Aymar aru	https://en.wikipedia.org/w/index.php?title=ISO_639:aym
ayo	ayo	<10K	Latn	Ayoreo	ayor1240	BO, PY	https://glottolog.org/resource/languoid/id/ayor1240			https://en.wikipedia.org/w/index.php?title=ISO_639:ayo
ayp	ayp	6000000	Arab	North Mesopotamian Arabic	nort3142	IQ, JO, SY, TR	https://glottolog.org/resource/languoid/id/nort3142			https://en.wikipedia.org/w/index.php?title=ISO_639:ayp
azd	azd	<10K	Latn	Eastern Durango Nahuatl	east2695		https://glottolog.org/resource/languoid/id/east2695			https://en.wikipedia.org/w/index.php?title=ISO_639:azd
aze	az	18000000	Arab,Cyrl,Latn	Azerbaijani (macrolanguage)	n/a		n/a		Azərbaycanca	https://en.wikipedia.org/w/index.php?title=ISO_639:aze
azg	azg	10K-100K	Latn	San Pedro Amuzgos Amuzgo	sanp1260	MX	https://glottolog.org/resource/languoid/id/sanp1260			https://en.wikipedia.org/w/index.php?title=ISO_639:azg
azo	azo	10K-100K	Latn	Awing	awin1248	CM	https://glottolog.org/resource/languoid/id/awin1248			https://en.wikipedia.org/w/index.php?title=ISO_639:azo
azz	azz	200000	Latn	Highland Puebla Nahuatl	high1278	MX	https://glottolog.org/resource/languoid/id/high1278			https://en.wikipedia.org/w/index.php?title=ISO_639:azz
bah	bah	400000	Latn	Bahamas Creole English	baha1260	BS	https://glottolog.org/resource/languoid/id/baha1260		Bahamian	https://en.wikipedia.org/w/index.php?title=ISO_639:bah
bak	ba	1000000	Cyrl	Bashkir	bash1264	KZ, RU, UA	https://glottolog.org/resource/languoid/id/bash1264		Башҡортса	https://en.wikipedia.org/w/index.php?title=ISO_639:bak
bal	bal	8000000	Arab,Latn	Balochi (macrolanguage)	n/a		n/a		بلوچی	https://en.wikipedia.org/w/index.php?title=ISO_639:bal
bam	bm	14000000	Arab,Latn,Nkoo	Bambara	bamb1269	CI, GN, ML, SN	https://glottolog.org/resource/languoid/id/bamb1269		Bamanankan	https://en.wikipedia.org/w/index.php?title=ISO_639:bam
ban	ban	3000000	Bali,Java,Latn	Balinese	bali1278	ID	https://glottolog.org/resource/languoid/id/bali1278		Basa Bali	https://en.wikipedia.org/w/index.php?title=ISO_639:ban
bao	bao	<10K	Latn	Waimaha	waim1255	BR, CO	https://glottolog.org/resource/languoid/id/waim1255			https://en.wikipedia.org/w/index.php?title=ISO_639:bao
bap	bap	200000	Deva	Bantawa	bant1281	NP	https://glottolog.org/resource/languoid/id/bant1281			https://en.wikipedia.org/w/index.php?title=ISO_639:bap
bar	bar	14000000	Latn	Bavarian	bava1246	AT, CZ, DE, IT	https://glottolog.org/resource/languoid/id/bava1246		Boarisch	https://en.wikipedia.org/w/index.php?title=ISO_639:bar
bas	bas	300000	Latn	Basa (Cameroon)	basa1284	CM	https://glottolog.org/resource/languoid/id/basa1284		Basaá	https://en.wikipedia.org/w/index.php?title=ISO_639:bas
bav	bav	10K-100K	Latn	Vengo	veng1238	CM	https://glottolog.org/resource/languoid/id/veng1238			https://en.wikipedia.org/w/index.php?title=ISO_639:bav
bax	bax	400000	Bamu,Latn	Bamun	bamu1253	CM	https://glottolog.org/resource/languoid/id/bamu1253		ꛀꛣꚧꚳ	https://en.wikipedia.org/w/index.php?title=ISO_639:bax
bba	bba	600000	Latn	Baatonum	baat1238	BJ, NG	https://glottolog.org/resource/languoid/id/baat1238			https://en.wikipedia.org/w/index.php?title=ISO_639:bba
bbb	bbb	<10K	Latn	Barai	nucl1630	PG	https://glottolog.org/resource/languoid/id/nucl1630			https://en.wikipedia.org/w/index.php?title=ISO_639:bbb
bbc	bbc	2000000	Batk,Latn	Batak Toba	bata1289	ID	https://glottolog.org/resource/languoid/id/bata1289		Batak Toba	https://en.wikipedia.org/w/index.php?title=ISO_639:bbc
bbd	bbd	<10K	Latn	Bau	bauu1244	PG	https://glottolog.org/resource/languoid/id/bauu1244			https://en.wikipedia.org/w/index.php?title=ISO_639:bbd
bbj	bbj	400000	Latn	Ghomálá'	ghom1247	CM	https://glottolog.org/resource/languoid/id/ghom1247		Ghɔmálá'	https://en.wikipedia.org/w/index.php?title=ISO_639:bbj
bbo	bbo	200000	Latn	Northern Bobo Madaré	nort2819	BF, ML	https://glottolog.org/resource/languoid/id/nort2819			https://en.wikipedia.org/w/index.php?title=ISO_639:bbo
bbp	bbp	<10K	Latn	West Central Banda	west2458	CF, SD	https://glottolog.org/resource/languoid/id/west2458			https://en.wikipedia.org/w/index.php?title=ISO_639:bbp
bbr	bbr	<10K	Latn	Girawa	gira1247	PG	https://glottolog.org/resource/languoid/id/gira1247			https://en.wikipedia.org/w/index.php?title=ISO_639:bbr
bca	bca	800000	Latn	Central Bai	cent2004	CN	https://glottolog.org/resource/languoid/id/cent2004			https://en.wikipedia.org/w/index.php?title=ISO_639:bca
bcf	bcf	<10K	Latn	Bamu	bamu1257	PG	https://glottolog.org/resource/languoid/id/bamu1257			https://en.wikipedia.org/w/index.php?title=ISO_639:bcf
bch	bch	<10K	Latn	Bariai	bari1286	PG	https://glottolog.org/resource/languoid/id/bari1286			https://en.wikipedia.org/w/index.php?title=ISO_639:bch
bci	bci	2000000	Latn	Baoulé	baou1238	CI	https://glottolog.org/resource/languoid/id/baou1238		Wawle	https://en.wikipedia.org/w/index.php?title=ISO_639:bci
bcj	bcj	<10K	Latn	Bardi	bard1255	AU	https://glottolog.org/resource/languoid/id/bard1255			https://en.wikipedia.org/w/index.php?title=ISO_639:bcj
bcl	bcl	2000000	Latn	Coastal-Naga Bikol	cent2087	PH	https://glottolog.org/resource/languoid/id/cent2087		Bikol Sentral	https://en.wikipedia.org/w/index.php?title=ISO_639:bcl
bcm	bcm	<10K	Latn	Bannoni	bann1247	PG	https://glottolog.org/resource/languoid/id/bann1247			https://en.wikipedia.org/w/index.php?title=ISO_639:bcm
bcn	bcn	10K-100K	Latn	Bali (Nigeria)	bali1245	NG	https://glottolog.org/resource/languoid/id/bali1245			https://en.wikipedia.org/w/index.php?title=ISO_639:bcn
bco	bco	<10K	Latn	Kaluli	kalu1248	PG	https://glottolog.org/resource/languoid/id/kalu1248			https://en.wikipedia.org/w/index.php?title=ISO_639:bco
bcq	bcq	300000	Ethi,Latn	Bench	benc1235	ET	https://glottolog.org/resource/languoid/id/benc1235		Benc'non	https://en.wikipedia.org/w/index.php?title=ISO_639:bcq
bcr	bcr	<10K	Latn	Witsuwit'en-Babine	babi1235	CA	https://glottolog.org/resource/languoid/id/babi1235			https://en.wikipedia.org/w/index.php?title=ISO_639:bcr
bcu	bcu	<10K	Latn	Awad Bing	awad1244	PG	https://glottolog.org/resource/languoid/id/awad1244			https://en.wikipedia.org/w/index.php?title=ISO_639:bcu
bcw	bcw	10K-100K	Latn	Bana	bana1305	CM	https://glottolog.org/resource/languoid/id/bana1305			https://en.wikipedia.org/w/index.php?title=ISO_639:bcw
bcy	bcy	200000	Latn	Bacama	baca1246	NG	https://glottolog.org/resource/languoid/id/baca1246			https://en.wikipedia.org/w/index.php?title=ISO_639:bcy
bda	bda	10K-100K	Latn	Kugere-Kuxinge	bayo1255	GM, GW, SN	https://glottolog.org/resource/languoid/id/bayo1255			https://en.wikipedia.org/w/index.php?title=ISO_639:bda
bdd	bdd	<10K	Latn	Bunama	buna1276	PG	https://glottolog.org/resource/languoid/id/buna1276			https://en.wikipedia.org/w/index.php?title=ISO_639:bdd
bde	bde	200000	Latn	Bade	bade1248	NG	https://glottolog.org/resource/languoid/id/bade1248			https://en.wikipedia.org/w/index.php?title=ISO_639:bde
bdh	bdh	10K-100K	Latn	Baka (Sudan)	baka1274	CD, SD	https://glottolog.org/resource/languoid/id/baka1274			https://en.wikipedia.org/w/index.php?title=ISO_639:bdh
bdl	bdl	200000	Latn	Indonesian Bajau	indo1317	ID	https://glottolog.org/resource/languoid/id/indo1317			https://en.wikipedia.org/w/index.php?title=ISO_639:bdl
bdq	bdq	200000	Latn	Bahnar	bahn1262	VN	https://glottolog.org/resource/languoid/id/bahn1262			https://en.wikipedia.org/w/index.php?title=ISO_639:bdq
bdt	bdt	100000	Latn	Bokoto	boko1261	CF	https://glottolog.org/resource/languoid/id/boko1261			https://en.wikipedia.org/w/index.php?title=ISO_639:bdt
bdu	bdu	100000	Latn	Oroko	orok1266	CM	https://glottolog.org/resource/languoid/id/orok1266			https://en.wikipedia.org/w/index.php?title=ISO_639:bdu
bea	bea	<10K	Latn	Beaver	beav1236	CA	https://glottolog.org/resource/languoid/id/beav1236			https://en.wikipedia.org/w/index.php?title=ISO_639:bea
bef	bef	10K-100K	Latn	Benabena	bena1264	PG	https://glottolog.org/resource/languoid/id/bena1264			https://en.wikipedia.org/w/index.php?title=ISO_639:bef
beh	beh	10K-100K	Latn	Biali	bial1238	BJ, BF, TG	https://glottolog.org/resource/languoid/id/bial1238			https://en.wikipedia.org/w/index.php?title=ISO_639:beh
bej	bej	1000000	Arab,Latn	Beja	beja1238	EG, ER, SD	https://glottolog.org/resource/languoid/id/beja1238			https://en.wikipedia.org/w/index.php?title=ISO_639:bej
bel	be	3000000	Cyrl,Latn	Belarusian	bela1254	BY, LV, LT, PL, RU, UA	https://glottolog.org/resource/languoid/id/bela1254			https://en.wikipedia.org/w/index.php?title=ISO_639:bel
bem	bem	4000000	Latn	Bemba (Zambia)	bemb1257	BW, CD, MW, ZM	https://glottolog.org/resource/languoid/id/bemb1257		Chibemba	https://en.wikipedia.org/w/index.php?title=ISO_639:bem
ben	bn	240000000	Beng,Latn	Bengali	beng1280	BD, IN, NP	https://glottolog.org/resource/languoid/id/beng1280		বাংলা, Bangla	https://en.wikipedia.org/w/index.php?title=ISO_639:ben
beo	beo	<10K	Latn	Beami	beam1240	PG	https://glottolog.org/resource/languoid/id/beam1240			https://en.wikipedia.org/w/index.php?title=ISO_639:beo
bep	bep	10K-100K	Latn	Besoa	beso1237	ID	https://glottolog.org/resource/languoid/id/beso1237			https://en.wikipedia.org/w/index.php?title=ISO_639:bep
beq	beq	100000	Latn	Beembe	beem1239	CG	https://glottolog.org/resource/languoid/id/beem1239			https://en.wikipedia.org/w/index.php?title=ISO_639:beq
bet	bet	400000	Latn	Guiberoua Béte	guib1246	CI	https://glottolog.org/resource/languoid/id/guib1246			https://en.wikipedia.org/w/index.php?title=ISO_639:bet
beu	beu	10K-100K	Latn	Blagar	blag1240	ID	https://glottolog.org/resource/languoid/id/blag1240			https://en.wikipedia.org/w/index.php?title=ISO_639:beu
bev	bev	100000	Latn	Daloa Bété	dalo1238	CI	https://glottolog.org/resource/languoid/id/dalo1238			https://en.wikipedia.org/w/index.php?title=ISO_639:bev
bew	bew	5000000	Latn	Betawi	beta1252	ID	https://glottolog.org/resource/languoid/id/beta1252		Betawi	https://en.wikipedia.org/w/index.php?title=ISO_639:bew
bex	bex	10K-100K	Latn	Jur Modo	jurm1239	SD	https://glottolog.org/resource/languoid/id/jurm1239			https://en.wikipedia.org/w/index.php?title=ISO_639:bex
bez	bez	700000	Latn	Bena (Tanzania)	bena1262	TZ	https://glottolog.org/resource/languoid/id/bena1262			https://en.wikipedia.org/w/index.php?title=ISO_639:bez
bfa	bfa	500000	Latn	Bari	bari1284	SD, UG	https://glottolog.org/resource/languoid/id/bari1284			https://en.wikipedia.org/w/index.php?title=ISO_639:bfa
bfb	bfb	600000	Deva	Pauri Bareli	paur1238	IN	https://glottolog.org/resource/languoid/id/paur1238			https://en.wikipedia.org/w/index.php?title=ISO_639:bfb
bfd	bfd	10K-100K	Latn	Bafut	bafu1246	CM	https://glottolog.org/resource/languoid/id/bafu1246			https://en.wikipedia.org/w/index.php?title=ISO_639:bfd
bfn	bfn	10K-100K	Latn	Bunak	buna1278	ID, TL	https://glottolog.org/resource/languoid/id/buna1278			https://en.wikipedia.org/w/index.php?title=ISO_639:bfn
bfo	bfo	100000	Latn	Malba Birifor	malb1235	BF, CI, GH	https://glottolog.org/resource/languoid/id/malb1235			https://en.wikipedia.org/w/index.php?title=ISO_639:bfo
bfq	bfq	100000	Knda,Latn,Taml	Badaga	bada1257	IN	https://glottolog.org/resource/languoid/id/bada1257			https://en.wikipedia.org/w/index.php?title=ISO_639:bfq
bfs	bfs	400000	Latn	Southern Bai	sout2730	CN	https://glottolog.org/resource/languoid/id/sout2730			https://en.wikipedia.org/w/index.php?title=ISO_639:bfs
bft	bft	300000	Arab,Latn,Tibt	Balti	balt1258	IN, PK	https://glottolog.org/resource/languoid/id/balt1258		بلتی	https://en.wikipedia.org/w/index.php?title=ISO_639:bft
bfy	bfy	8000000	Deva,Latn	Bagheli	bagh1251	IN, NP	https://glottolog.org/resource/languoid/id/bagh1251		बघेली	https://en.wikipedia.org/w/index.php?title=ISO_639:bfy
bfz	bfz	1000000	Deva	Mahasu Pahari	maha1287	IN	https://glottolog.org/resource/languoid/id/maha1287		महासू	https://en.wikipedia.org/w/index.php?title=ISO_639:bfz
bgc	bgc	13000000	Deva,Latn	Haryanvi	hary1238	IN	https://glottolog.org/resource/languoid/id/hary1238		हरियाणवी	https://en.wikipedia.org/w/index.php?title=ISO_639:bgc
bgd	bgd	10K-100K	Deva	Rathwi Bareli	rath1242	IN	https://glottolog.org/resource/languoid/id/rath1242			https://en.wikipedia.org/w/index.php?title=ISO_639:bgd
bgj	bgj	10K-100K	Latn	Bangolan	bang1356	CM	https://glottolog.org/resource/languoid/id/bang1356			https://en.wikipedia.org/w/index.php?title=ISO_639:bgj
bgn	bgn	2000000	Arab	Western Balochi	west2368	AF, IR, PK, TM	https://glottolog.org/resource/languoid/id/west2368		رخشانین بلوچی	https://en.wikipedia.org/w/index.php?title=ISO_639:bgn
bgp	bgp	2000000	Arab,Latn	Eastern Balochi	east2304	PK	https://glottolog.org/resource/languoid/id/east2304		بلوچی	https://en.wikipedia.org/w/index.php?title=ISO_639:bgp
bgq	bgq	2000000	Arab,Deva,Latn	Bagri	bagr1243	IN, PK	https://glottolog.org/resource/languoid/id/bagr1243		बागड़ी	https://en.wikipedia.org/w/index.php?title=ISO_639:bgq
bgr	bgr	10K-100K	Latn	Bawm Chin	bawm1236	BD, IN, MM	https://glottolog.org/resource/languoid/id/bawm1236			https://en.wikipedia.org/w/index.php?title=ISO_639:bgr
bgs	bgs	10K-100K	Latn	Tagabawa	taga1272	PH	https://glottolog.org/resource/languoid/id/taga1272			https://en.wikipedia.org/w/index.php?title=ISO_639:bgs
bgt	bgt	<10K	Latn	Bughotu	bugh1239	SB	https://glottolog.org/resource/languoid/id/bugh1239			https://en.wikipedia.org/w/index.php?title=ISO_639:bgt
bgw	bgw	200000	Deva	Bhatri	bhat1265	IN	https://glottolog.org/resource/languoid/id/bhat1265			https://en.wikipedia.org/w/index.php?title=ISO_639:bgw
bgx	bgx	300000	Cyrl,Grek,Latn	Rumelian Turkish	balk1254	GR, MK, TR	https://glottolog.org/resource/languoid/id/balk1254		Rumeli Türkçesi	https://en.wikipedia.org/w/index.php?title=ISO_639:bgx
bgz	bgz	100000	Latn	Banggai	bang1368	ID	https://glottolog.org/resource/languoid/id/bang1368		Banggai	https://en.wikipedia.org/w/index.php?title=ISO_639:bgz
bha	bha	200000	Deva	Bharia	bhar1241	IN	https://glottolog.org/resource/languoid/id/bhar1241			https://en.wikipedia.org/w/index.php?title=ISO_639:bha
bhb	bhb	3000000	Deva,Gujr,Guru,Latn	Bhili	bhil1251	IN	https://glottolog.org/resource/languoid/id/bhil1251		भीली	https://en.wikipedia.org/w/index.php?title=ISO_639:bhb
bhg	bhg	<10K	Latn	Binandere	bina1277	PG	https://glottolog.org/resource/languoid/id/bina1277			https://en.wikipedia.org/w/index.php?title=ISO_639:bhg
bhh	bhh	100000	Cyrl	Bukharic	bukh1238	UZ	https://glottolog.org/resource/languoid/id/bukh1238			https://en.wikipedia.org/w/index.php?title=ISO_639:bhh
bhi	bhi	1000000	Deva	Bhilali	bhil1253	IN	https://glottolog.org/resource/languoid/id/bhil1253			https://en.wikipedia.org/w/index.php?title=ISO_639:bhi
bhl	bhl	<10K	Latn	Bimin	bimi1240	PG	https://glottolog.org/resource/languoid/id/bimi1240			https://en.wikipedia.org/w/index.php?title=ISO_639:bhl
bho	bho	51000000	Deva,Kthi,Latn	Bhojpuri	bhoj1244	IN, NP	https://glottolog.org/resource/languoid/id/bhoj1244		भोजपुरी, Bhojpuri	https://en.wikipedia.org/w/index.php?title=ISO_639:bho
bhp	bhp	500000	Latn	Bima	bima1247	ID	https://glottolog.org/resource/languoid/id/bima1247			https://en.wikipedia.org/w/index.php?title=ISO_639:bhp
bhq	bhq	100000	Latn	Tukang Besi South	tuka1249	ID	https://glottolog.org/resource/languoid/id/tuka1249			https://en.wikipedia.org/w/index.php?title=ISO_639:bhq
bhs	bhs	10K-100K	Latn	Buwal	buwa1243	CM	https://glottolog.org/resource/languoid/id/buwa1243			https://en.wikipedia.org/w/index.php?title=ISO_639:bhs
bht	bht	100000	Deva,Takr	Bhattiyali	bhat1263	IN	https://glottolog.org/resource/languoid/id/bhat1263			https://en.wikipedia.org/w/index.php?title=ISO_639:bht
bhw	bhw	10K-100K	Latn	Biak	biak1248	ID	https://glottolog.org/resource/languoid/id/biak1248			https://en.wikipedia.org/w/index.php?title=ISO_639:bhw
bhy	bhy	10K-100K	Latn	Bhele	bhel1238	CD	https://glottolog.org/resource/languoid/id/bhel1238			https://en.wikipedia.org/w/index.php?title=ISO_639:bhy
bib	bib	600000	Latn	Bissa	biss1248	BF, CI, GH, TG	https://glottolog.org/resource/languoid/id/biss1248			https://en.wikipedia.org/w/index.php?title=ISO_639:bib
big	big	10K-100K	Latn	Biangai	bian1252	PG	https://glottolog.org/resource/languoid/id/bian1252			https://en.wikipedia.org/w/index.php?title=ISO_639:big
bik	bik	2000000	Latn	Bikol (macrolanguage)	n/a		n/a	Bicol		https://en.wikipedia.org/w/index.php?title=ISO_639:bik
bim	bim	400000	Latn	Bimoba	bimo1239	GH, TG	https://glottolog.org/resource/languoid/id/bimo1239			https://en.wikipedia.org/w/index.php?title=ISO_639:bim
